INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (1, 5, 'Farhunnisa Zahrah', 'UNIVERSITAS KALIMANTAN BARAT', '0676968585451689', 'Faustino_Hastuti@gmail.co.id', 'dDTl9PtgVuOExUl', '+628658124699')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (23, 115, 'Qori Rachmawati', 'UNIVERSITAS JAWA BARAT', '0469112614814317', 'Hiram.Supriyanto@gmail.co.id', 'CqgIAvnxJbxiPUK', '+628274452372')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (24, 120, 'Nada Kuswandari', 'UNIVERSITAS JAWA BARAT', '3334773954950880', 'Stefanie86@gmail.co.id', '5uevhE7LfkSuT9e', '+628424165934')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (25, 125, 'Kawaca Oktavian', 'UNIVERSITAS BALI', '3363519336076816', 'Vanessa.Mahestri88@gmail.com', 'k_FdUNF3wiDZNSE', '+628498518379')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (26, 130, 'Nimas Aryani', 'UNIVERSITAS SUMATERA BARAT', '3260237848197750', 'Zoe_Siregar57@gmail.co.id', 'izNoMLReUVdHdGZ', '+628855043561')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (28, 140, 'Gabriella Ramadhani', 'UNIVERSITAS MALUKU', '3055161545686140', 'Arnold.Saputri@gmail.co.id', 'Bt_UPhBK0lOp7C4', '+628503518251')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (27, 135, 'Retno Pratiwi', 'UNIVERSITAS KALIMANTAN UTARA', '3817290672026503', 'Alf_Mandala@gmail.co.id', 'V3FBFVCunnaBnVS', '+628953848076')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (29, 145, 'Pardi Marpaung', 'UNIVERSITAS KALIMANTAN BARAT', '5358280254107155', 'Gene35@yahoo.com', '7M2ZdUEDlDWmfjv', '+628521238079')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (30, 150, 'Zalindra Pratiwi', 'UNIVERSITAS JAWA TIMUR', '6075144003371940', 'Vito99@yahoo.co.id', 'INFJTsEBW5ONaKv', '+628366264443')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (31, 155, 'Ditya Mulyani S.Farm', 'UNIVERSITAS SUMATERA SELATAN', '7701106744349572', 'Leon.Sudrajat58@gmail.co.id', 'cUReiHKV35hAbbJ', '+628723804891')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (32, 160, 'Rachel Nurdiyanti', 'UNIVERSITAS SUMATERA UTARA', '9484436927075522', 'Zander.Winarno@gmail.co.id', 'WbVTWWmvLeekkgP', '+628378394048')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (33, 165, 'Gadang Hidayanto', 'UNIVERSITAS KEPULAUAN RIAU', '1740166633740947', 'Ebony_Halim33@gmail.co.id', 's4gR0y5TiL2QbhI', '+628138450266')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (34, 170, 'Almira Melinda M.Ak', 'UNIVERSITAS PAPUA BARAT', '9058534200987266', 'Leanne_Sudrajat91@yahoo.com', 'ZEhHuMIuLZC3wYS', '+628403155982')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (35, 175, 'Mahdi Waskita M.Ak', 'UNIVERSITAS JAWA BARAT', '0903531202616607', 'Rodolfo.Agustina8@gmail.co.id', 'T0njnWQCK_ayX_N', '+628727878719')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (36, 180, 'Opan Ardana', 'UNIVERSITAS NUSA TENGGARA BARAT', '7662815048324473', 'Laisha_Usada87@yahoo.co.id', 'sjWmxvhpLyp2Ugc', '+628099914659')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (37, 185, 'Nasab Alamsyah', 'UNIVERSITAS KALIMANTAN BARAT', '2982153859843956', 'Laisha_Hermawan77@gmail.com', 'MO1CwTr3x2BWpXO', '+628646333704')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (38, 190, 'Limar Firmansyah', 'UNIVERSITAS KALIMANTAN TIMUR', '1797220874412089', 'Hellen32@gmail.co.id', 'kmpi_luekczP7Zc', '+628359752318')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (39, 195, 'Dalimin Purwadi', 'UNIVERSITAS KALIMANTAN SELATAN', '9483269730204242', 'Ethan_Hutapea46@yahoo.com', 'VAKf2C191M_Qpgw', '+628759721307')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (40, 200, 'Hana Kusmawati', 'UNIVERSITAS BANTEN', '3740860450779334', 'Verla0@gmail.co.id', 'J6fsOq_yyiwGMAm', '+628460520114')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (41, 205, 'Kania Sudiati S.Farm', 'UNIVERSITAS DI YOGYAKARTA', '7672221947001515', 'Letitia_Aurelia@yahoo.co.id', 'jgrqQC47KpF3WAB', '+628347616371')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (42, 210, 'Tsabita Wijayanti', 'UNIVERSITAS PAPUA', '7380354951625443', 'Bradford_Permata42@yahoo.com', 'VYFFi2TQhH4jsht', '+628978797561')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (43, 215, 'Jane Maryati', 'UNIVERSITAS NUSA TENGGARA BARAT', '5913527996117574', 'Evan41@gmail.co.id', 'V6Ab8lhfJ1zGgOs', '+628578599045')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (44, 220, 'Aris Purnawarman S.E.I', 'UNIVERSITAS NUSA TENGGARA TIMUR', '5998014924413219', 'Laury_Haikal84@yahoo.com', 'RpoHhRdntZTnoAI', '+628366803176')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (45, 225, 'Yahya Hakim', 'UNIVERSITAS MALUKU UTARA', '0257576462256178', 'Bernardo94@gmail.com', 'xhzWfQVGzGRupRR', '+628251996144')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (46, 230, 'Endah Purnama S.H.', 'UNIVERSITAS KEPULAUAN RIAU', '1346670376125809', 'Eugene.Satria@gmail.com', 'DgrofHKaHLx59UL', '+628747037043')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (47, 235, 'Jayadi Irfandi', 'UNIVERSITAS LAMPUNG', '9670342887817962', 'Alexandrea16@yahoo.com', 'GUoouBJslu6FBgq', '+628772402869')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (48, 240, 'Queen Palastri', 'UNIVERSITAS KALIMANTAN UTARA', '6306397473654878', 'Bethel_Hastuti@yahoo.co.id', 'yL2ElmJkH0Z8NRV', '+628323748843')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (49, 245, 'Aisyah Rahmawati', 'UNIVERSITAS BANTEN', '1939460955139902', 'Darryl59@yahoo.co.id', 'uRAitwDmeJZca8t', '+628681268682')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (50, 250, 'Rahmi Ningrum S.H.', 'UNIVERSITAS SUMATERA SELATAN', '5074397634819440', 'Rosalinda.Adriansyah1@gmail.co.id', 'yR6KM3GsVWMcS3d', '+628028593054')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (51, 255, 'Febriana Hartati S.H.', 'UNIVERSITAS SULAWESI UTARA', '0305855404983708', 'Jessy_Mandala@yahoo.com', 's5RnUHjwPC_w4fY', '+628594256879')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (52, 260, 'Dina Nathania', 'UNIVERSITAS KALIMANTAN SELATAN', '4013286608701599', 'Candida65@gmail.co.id', '74wytJbHWy0eDGF', '+628633406228')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (53, 265, 'Jamalia Usamah', 'UNIVERSITAS KALIMANTAN SELATAN', '8195661524331536', 'Lawson_Firgantoro40@yahoo.com', 'y7EMg2PpKJ0i8yZ', '+628613673187')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (54, 270, 'Indira Agustina', 'UNIVERSITAS SUMATERA SELATAN', '1704240728814115', 'Phoebe_Ardana@gmail.co.id', 'oP8DhZBHWLOLKie', '+628462649728')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (55, 275, 'Ayu Susanti', 'UNIVERSITAS BALI', '0445781679345413', 'Jaquan_Hariyah48@gmail.co.id', 'yG1HQ0Q0FqycYmi', '+628460281856')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (56, 280, 'Halima Anjani', 'UNIVERSITAS JAMBI', '4730723132519146', 'Sim26@gmail.com', '_DGVvxiai_j0eBx', '+628251125631')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (57, 285, 'Julia Wastuti', 'UNIVERSITAS KALIMANTAN TENGAH', '9498497700279724', 'Lewis_Himawan88@yahoo.co.id', 'etdBRPAZEyhJ3uU', '+628402275643')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (58, 290, 'Yessi Agustina', 'UNIVERSITAS KEPULAUAN RIAU', '9265580977195937', 'Jaycee10@gmail.com', 'MXM2LMiKvB_tCqO', '+628420747890')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (59, 295, 'Omar Prasasta', 'UNIVERSITAS BANGKA BELITUNG', '1796461344829315', 'Ahmad33@gmail.com', 'yQNnQNrKysrRnl9', '+628334738860')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (60, 300, 'Kala Rajata', 'UNIVERSITAS DKI JAKARTA', '9457048496211299', 'Patsy.Darmawan13@gmail.co.id', 'khclMZYaGfm4_cN', '+628493555583')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (61, 305, 'Cagak Mansur', 'UNIVERSITAS GORONTALO', '1675138301498541', 'Katheryn.Prasetya@gmail.co.id', 'wf9jAWl7GpjknsH', '+628910150349')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (62, 310, 'Yosef Zulkarnain', 'UNIVERSITAS KALIMANTAN BARAT', '2705944741815344', 'Cullen88@yahoo.co.id', 'YJ29yxQIjeH2PDg', '+628454764180')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (63, 315, 'Salimah Mardhiyah', 'UNIVERSITAS KALIMANTAN UTARA', '6018459850207931', 'Austyn.Melani69@gmail.co.id', 'VfapLZTYNsmcgVg', '+628519302560')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (64, 320, 'Rafi Anggriawan S.I.Kom', 'UNIVERSITAS SUMATERA BARAT', '7290770008107107', 'Lupe_Febian65@yahoo.com', 'nTBlWpQaifwFzoJ', '+628524357191')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (65, 325, 'Laila Rahmawati', 'UNIVERSITAS BANTEN', '6077117067874511', 'Melba.Suartini@gmail.com', 'jG0NnExrLyhK34r', '+628731823455')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (66, 330, 'Safina Hastuti', 'UNIVERSITAS SULAWESI TENGGARA', '6147791353775260', 'Joany.Halimah21@gmail.co.id', 'epVJpgUYAR6JtFF', '+628004043168')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (67, 335, 'Kawaca Darmawan', 'UNIVERSITAS DKI JAKARTA', '6804424487057119', 'Bianka.Rahimah@yahoo.com', 'hpbMVVExuPwvd7j', '+628771997693')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (68, 340, 'Salsabila Rachmawati', 'UNIVERSITAS GORONTALO', '8595814354132488', 'Leonardo.Palastri@yahoo.com', 'WFmb3ngzUX7KeKu', '+628860922908')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (69, 345, 'Hafshah Maheswari', 'UNIVERSITAS PAPUA', '1252539738993512', 'Jolie78@gmail.com', 'AQ2PCAYw1zDXsVx', '+628714825646')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (70, 350, 'Tasdik Wibowo', 'UNIVERSITAS PAPUA', '5863807641606829', 'Tyrel52@gmail.com', 'rTLQYtdY2mWNFAs', '+628579888334')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (71, 355, 'Ani Ardiyanti', 'UNIVERSITAS JAWA TIMUR', '1718336136181853', 'Kareem_Uyainah@yahoo.co.id', 'vX3UlpUB8rrOMAI', '+628086065751')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (72, 360, 'Warsita Utama', 'UNIVERSITAS BANTEN', '9917113358756019', 'Hobart_Winarno@gmail.com', 'X8kKv1ccxYQAWD1', '+628728061745')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (73, 365, 'Tantri Uyainah', 'UNIVERSITAS RIAU', '9897357226729551', 'Cordelia.Palastri@yahoo.com', 'h7Su7isM6C7LNIA', '+628916483851')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (74, 370, 'Lanjar Gunawan S.I.Kom', 'UNIVERSITAS PAPUA', '0948695030850216', 'Georgette98@gmail.co.id', 'teMBBHix4zwO_0g', '+628519385482')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (75, 375, 'Luluh Jailani', 'UNIVERSITAS MALUKU UTARA', '1538721083986570', 'Alvena.Leilani93@gmail.co.id', 'BomH0LcAspIUyld', '+628181907316')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (76, 380, 'Cager Saefullah', 'UNIVERSITAS KALIMANTAN TENGAH', '5009836291093354', 'Carmela_Manullang66@gmail.co.id', 'CwO7SzRjsXGoE1e', '+628836168166')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (77, 385, 'Umi Palastri', 'UNIVERSITAS JAWA BARAT', '5569133806280359', 'Linda_Sudrajat18@yahoo.co.id', 't9VsKZCl5p0ssB7', '+628218553857')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (78, 390, 'Dewi Nurlaela', 'UNIVERSITAS ACEH', '2395540523270958', 'Jarvis_Darmawan49@gmail.com', '9A5n_zOQk2BqUmG', '+628595683546')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (79, 395, 'Ophelia Uyainah', 'UNIVERSITAS NUSA TENGGARA TIMUR', '1067950775202613', 'Teresa4@gmail.com', 'rs3M39P5kPjRfTl', '+628364959224')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (80, 400, 'Prakosa Maheswara', 'UNIVERSITAS PAPUA', '7831573649201731', 'Fiona.Hardiansyah@gmail.co.id', 'ndc1MYgNq_5p9Aa', '+628698001389')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (81, 405, 'Jasmin Ramadhani M.Farm', 'UNIVERSITAS NUSA TENGGARA BARAT', '7881944133418082', 'Orrin53@gmail.com', 'dAgKZWIjvzBaO1s', '+628612585642')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (82, 410, 'Endah Juwita', 'UNIVERSITAS BANTEN', '3055091422990924', 'Dominic.Puspasari8@gmail.co.id', 'RloF8taM_DVr2Fr', '+628623545056')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (83, 415, 'Sasha Susanti', 'UNIVERSITAS DI YOGYAKARTA', '6840410076904280', 'Lester.Azzahra82@gmail.co.id', 'XxCwKR5TBaLBLEd', '+628330011766')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (84, 420, 'Daryani Hardiansyah S.Kom', 'UNIVERSITAS SUMATERA SELATAN', '3925527616640794', 'Valentina49@yahoo.com', 'Tofnu4Cosrw9pYO', '+628801103320')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (85, 425, 'Lalita Juwita', 'UNIVERSITAS BALI', '7847907369103041', 'Amie77@yahoo.com', '5Fv3MwsqTiAfVCJ', '+628935276285')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (86, 430, 'Eka Melinda M.Pd', 'UNIVERSITAS KALIMANTAN SELATAN', '2811750507069699', 'Muhammad_Kurniawan@gmail.co.id', 'Yq91eKS4nTosdiW', '+628587805687')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (87, 435, 'Puspa Andriani', 'UNIVERSITAS LAMPUNG', '6094425432065063', 'Cierra6@yahoo.co.id', 'RJv8KndJ49pqNND', '+628132245688')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (88, 440, 'Citra Melani', 'UNIVERSITAS BANTEN', '7790435921822777', 'Kari_Mayasari84@gmail.co.id', 'e7W4dDug5PlXDew', '+628485863274')
INSERT INTO pengusul (pu_id, p_id, pu_nama, pu_instansi, pu_nik, pu_email, pu_password, pu_nokontak) VALUES (89, 445, 'Gabriella Leilani', 'UNIVERSITAS SULAWESI TENGGARA', '1152040008699867', 'Ted.Kusmawati33@yahoo.co.id', 'vCjKBv06DE8C_Hh', '+628845048499')
